,X1,sex,cause_r,educ_r,age_r,location_r,random_number
509,23030,Men,Firearm,Middle school,20-29,Street,509
510,28363,Men,Firearm,Middle school,30-44,Other,510
511,28260,Men,Firearm,High School or more,20-29,Street,511
512,31261,Men,Firearm,High School or more,20-29,Street,512
513,5799,Men,Firearm,High School or more,20-29,Street,513
514,10169,Men,Firearm,High School or more,30-44,Street,514
515,24114,Men,Firearm,Primary or less,20-29,Street,515
516,27259,Men,Firearm,High School or more,20-29,Street,516
517,3647,Men,Firearm,Middle school,20-29,Street,517
518,19638,Men,Firearm,Middle school,20-29,Street,518
519,29226,Men,Asphyxiation,High School or more,45-69,Other,519
520,15300,Men,Firearm,High School or more,20-29,Other,520
521,6486,Women,Non-specified means,Primary or less,20-29,Street,521
522,15612,Men,Firearm,High School or more,30-44,Street,522
523,9848,Men,Asphyxiation,Primary or less,45-69,Street,523
524,19443,Men,Firearm,High School or more,20-29,Home,524
525,24260,Men,Asphyxiation,Primary or less,69 +,Other,525
526,17446,Men,Firearm,High School or more,30-44,Street,526
527,6133,Men,Knife,Middle school,30-44,Street,527
528,6937,Men,Non-specified means,Primary or less,20-29,Home,528
529,1533,Men,Firearm,High School or more,20-29,Street,529
530,23924,Men,Firearm,High School or more,20-29,Other,530
531,29597,Men,Firearm,High School or more,30-44,Other,531
532,11362,Men,Firearm,High School or more,20-29,Street,532
533,4925,Men,Firearm,High School or more,30-44,Street,533
534,22636,Men,Firearm,Middle school,20-29,Street,534
535,15686,Men,Firearm,High School or more,30-44,Street,535
536,9568,Men,Firearm,Middle school,30-44,Street,536
537,24935,Men,Firearm,High School or more,0-19,Street,537
538,17849,Men,Firearm,Middle school,30-44,Street,538
539,7879,Men,Firearm,High School or more,20-29,Home,539
540,435,Men,Firearm,Middle school,45-69,Home,540
541,12627,Women,Firearm,High School or more,20-29,Street,541
542,2445,Men,Firearm,Primary or less,69 +,Other,542
543,13388,Men,Firearm,Middle school,45-69,Other,543
544,12308,Men,Firearm,High School or more,20-29,Street,544
545,13687,Men,Firearm,Middle school,30-44,Street,545
546,5336,Men,Non-specified means,High School or more,20-29,Street,546
547,16668,Men,Knife,Middle school,45-69,Home,547
548,5945,Women,Firearm,Middle school,30-44,Street,548
549,2656,Men,Other,High School or more,45-69,Street,549
550,18452,Men,Firearm,Primary or less,20-29,Street,550
551,440,Men,Firearm,Middle school,30-44,Street,551
552,3368,Men,Firearm,Primary or less,69 +,Street,552
553,5582,Men,Non-specified means,Middle school,30-44,Other,553
554,30487,Men,Firearm,Primary or less,20-29,Street,554
555,29980,Men,Other,High School or more,0-19,Street,555
556,7198,Men,Non-specified means,Primary or less,20-29,Street,556
557,4021,Men,Firearm,Middle school,30-44,Street,557
558,29426,Men,Other,Primary or less,69 +,Home,558
559,30242,Men,Asphyxiation,Middle school,20-29,Street,559
560,2685,Men,Other,High School or more,20-29,Street,560
561,16915,Men,Firearm,High School or more,20-29,Home,561
562,4862,Men,Non-specified means,Middle school,30-44,Other,562
563,21313,Men,Non-specified means,Primary or less,30-44,Other,563
564,8286,Men,Firearm,High School or more,20-29,Street,564
565,4357,Men,Firearm,Primary or less,20-29,Street,565
566,23364,Women,Firearm,Primary or less,30-44,Other,566
567,120,Men,Non-specified means,Primary or less,30-44,Other,567
568,2295,Men,Other,Primary or less,30-44,Home,568
569,4294,Men,Knife,High School or more,20-29,Other,569
570,30725,Men,Firearm,Primary or less,20-29,Other,570
571,5001,Men,Firearm,Middle school,30-44,Other,571
572,14794,Men,Firearm,Primary or less,30-44,Other,572
573,29835,Men,Firearm,High School or more,20-29,Street,573
574,17737,Men,Firearm,High School or more,30-44,Home,574
575,24723,Men,Firearm,Primary or less,30-44,Other,575
576,2053,Men,Firearm,High School or more,0-19,Other,576
577,13404,Men,Firearm,Middle school,30-44,Other,577
578,13703,Women,Asphyxiation,High School or more,0-19,Home,578
579,15920,Men,Firearm,High School or more,20-29,Other,579
580,21738,Men,Firearm,Middle school,20-29,Street,580
581,23939,Men,Firearm,Primary or less,30-44,Home,581
582,11375,Men,Firearm,Primary or less,69 +,Street,582
583,17170,Men,Firearm,Primary or less,20-29,Street,583
584,353,Men,Asphyxiation,Primary or less,20-29,Street,584
585,20494,Men,Non-specified means,Middle school,20-29,Other,585
586,6725,Men,Firearm,Primary or less,30-44,Street,586
587,28362,Men,Firearm,High School or more,45-69,Other,587
588,16315,Men,Firearm,Middle school,45-69,Street,588
589,1778,Men,Firearm,Middle school,20-29,Street,589
590,23031,Men,Firearm,High School or more,45-69,Street,590
591,17586,Men,Firearm,High School or more,30-44,Street,591
592,7068,Women,Firearm,High School or more,20-29,Other,592
593,2887,Men,Firearm,High School or more,45-69,Street,593
594,6544,Men,Firearm,Primary or less,20-29,Street,594
595,4886,Men,Firearm,Middle school,20-29,Street,595
596,886,Men,Firearm,High School or more,0-19,Street,596
597,13797,Men,Firearm,High School or more,30-44,Other,597
598,30823,Men,Firearm,Primary or less,45-69,Street,598
599,10579,Men,Knife,Middle school,69 +,Street,599
600,18490,Men,Firearm,Primary or less,30-44,Home,600
601,1312,Men,Firearm,Primary or less,45-69,Other,601
602,21125,Women,Firearm,Middle school,30-44,Street,602
603,11309,Men,Firearm,Primary or less,69 +,Other,603
604,24194,Men,Knife,High School or more,20-29,Home,604
605,9740,Men,Knife,Middle school,20-29,Street,605
606,18436,Men,Firearm,High School or more,30-44,Other,606
607,27045,Men,Asphyxiation,Primary or less,69 +,Other,607
608,17123,Women,Asphyxiation,High School or more,30-44,Street,608
609,16712,Men,Firearm,High School or more,20-29,Street,609
610,26136,Men,Firearm,Primary or less,30-44,Street,610
611,1427,Men,Firearm,High School or more,30-44,Other,611
612,21885,Men,Other,Primary or less,45-69,Other,612
613,9870,Men,Firearm,High School or more,30-44,Street,613
614,30970,Men,Knife,High School or more,30-44,Other,614
615,24987,Women,Asphyxiation,High School or more,30-44,Other,615
616,27586,Men,Firearm,Primary or less,30-44,Street,616
617,7154,Men,Knife,Primary or less,69 +,Home,617
618,21931,Men,Firearm,Middle school,20-29,Other,618
619,11742,Men,Firearm,Middle school,30-44,Street,619
620,18731,Men,Firearm,High School or more,20-29,Street,620
621,7712,Men,Firearm,High School or more,30-44,Street,621
622,7400,Women,Other,Primary or less,45-69,Home,622
623,24126,Men,Other,Primary or less,45-69,Other,623
624,4664,Men,Firearm,Primary or less,45-69,Home,624
625,4681,Men,Firearm,Middle school,45-69,Street,625
626,28968,Women,Non-specified means,High School or more,0-19,Other,626
627,3951,Men,Firearm,Middle school,0-19,Home,627
628,26871,Men,Non-specified means,High School or more,30-44,Home,628
629,3232,Women,Knife,Primary or less,30-44,Other,629
630,26868,Men,Firearm,Primary or less,45-69,Street,630
631,16635,Women,Other,High School or more,45-69,Home,631
632,7883,Men,Firearm,High School or more,20-29,Other,632
633,27866,Men,Firearm,High School or more,20-29,Street,633
634,18860,Men,Firearm,High School or more,30-44,Street,634
635,1273,Men,Firearm,High School or more,30-44,Street,635
636,27580,Men,Knife,Primary or less,30-44,Home,636
637,8310,Men,Firearm,High School or more,30-44,Street,637
638,2988,Men,Asphyxiation,Middle school,30-44,Street,638
639,25362,Men,Firearm,High School or more,30-44,Other,639
640,11047,Women,Firearm,Primary or less,69 +,Street,640
641,17730,Women,Other,Primary or less,69 +,Street,641
642,21904,Men,Firearm,Primary or less,45-69,Street,642
643,13244,Men,Firearm,High School or more,20-29,Street,643
644,6485,Women,Non-specified means,Primary or less,45-69,Street,644
645,7095,Men,Knife,Middle school,20-29,Street,645
646,14896,Men,Other,High School or more,45-69,Other,646
647,15196,Men,Non-specified means,High School or more,20-29,Street,647
648,29152,Men,Firearm,High School or more,20-29,Street,648
649,29873,Men,Knife,Middle school,20-29,Street,649
650,29026,Men,Firearm,Middle school,0-19,Street,650
651,21343,Women,Non-specified means,Middle school,45-69,Street,651
652,13398,Men,Firearm,High School or more,30-44,Home,652
653,27801,Men,Knife,High School or more,30-44,Home,653
654,24417,Men,Knife,Primary or less,20-29,Home,654
655,26525,Men,Firearm,High School or more,0-19,Street,655
656,28439,Men,Firearm,High School or more,69 +,Street,656
657,6709,Men,Non-specified means,Primary or less,20-29,Street,657
658,31260,Men,Firearm,Middle school,0-19,Street,658
659,15418,Men,Firearm,High School or more,0-19,Street,659
660,20864,Men,Firearm,High School or more,30-44,Street,660
661,28833,Men,Firearm,Middle school,20-29,Home,661
662,23271,Women,Knife,Middle school,45-69,Other,662
663,20196,Men,Non-specified means,Primary or less,45-69,Other,663
664,25297,Men,Firearm,Middle school,30-44,Street,664
665,5187,Men,Firearm,High School or more,45-69,Other,665
666,5324,Men,Asphyxiation,Middle school,30-44,Other,666
667,25014,Men,Firearm,Primary or less,0-19,Street,667
668,25093,Men,Other,High School or more,20-29,Other,668
669,18215,Men,Non-specified means,Primary or less,45-69,Other,669
670,14443,Men,Asphyxiation,High School or more,20-29,Other,670
671,19804,Men,Firearm,High School or more,30-44,Other,671
672,29056,Men,Firearm,High School or more,20-29,Street,672
673,1030,Women,Firearm,Primary or less,30-44,Street,673
674,17179,Men,Firearm,Primary or less,45-69,Street,674
675,16503,Men,Knife,High School or more,20-29,Street,675
676,24070,Women,Firearm,High School or more,30-44,Home,676
677,24542,Men,Firearm,High School or more,30-44,Street,677
678,28909,Men,Firearm,Middle school,30-44,Street,678
679,30258,Men,Firearm,High School or more,45-69,Street,679
680,5900,Men,Non-specified means,Primary or less,45-69,Other,680
681,19685,Men,Firearm,High School or more,30-44,Street,681
682,3984,Men,Firearm,Primary or less,69 +,Other,682
683,2171,Men,Asphyxiation,Middle school,30-44,Street,683
684,19357,Men,Firearm,High School or more,45-69,Street,684
685,25196,Men,Firearm,Middle school,0-19,Street,685
686,7487,Men,Firearm,Middle school,30-44,Street,686
687,23940,Men,Non-specified means,Middle school,45-69,Other,687
688,25279,Men,Firearm,Middle school,30-44,Street,688
689,29680,Men,Firearm,Middle school,30-44,Street,689
690,13968,Men,Knife,High School or more,45-69,Home,690
691,419,Men,Firearm,Middle school,69 +,Home,691
692,12933,Men,Firearm,High School or more,30-44,Street,692
693,12355,Women,Firearm,Middle school,45-69,Street,693
694,16435,Men,Firearm,High School or more,45-69,Other,694
695,23150,Men,Firearm,High School or more,20-29,Street,695
696,17288,Men,Firearm,High School or more,45-69,Street,696
697,15382,Men,Non-specified means,High School or more,30-44,Street,697
698,18265,Men,Non-specified means,High School or more,30-44,Street,698
699,18208,Men,Firearm,Primary or less,45-69,Street,699
700,14402,Men,Knife,High School or more,30-44,Street,700
701,28956,Men,Firearm,High School or more,20-29,Other,701
702,29284,Men,Knife,Primary or less,45-69,Home,702
703,11610,Men,Firearm,High School or more,30-44,Street,703
704,2219,Men,Firearm,Middle school,30-44,Street,704
705,1116,Men,Firearm,Middle school,30-44,Other,705
706,266,Men,Firearm,Primary or less,30-44,Home,706
707,28739,Men,Other,High School or more,0-19,Other,707
708,12833,Men,Firearm,High School or more,45-69,Street,708
709,23724,Women,Firearm,Middle school,45-69,Home,709
710,24439,Men,Firearm,Middle school,30-44,Other,710
711,11158,Men,Firearm,Primary or less,0-19,Street,711
712,10900,Women,Firearm,Primary or less,30-44,Home,712
713,19050,Men,Firearm,High School or more,20-29,Other,713
714,28389,Men,Firearm,High School or more,20-29,Home,714
715,25895,Men,Firearm,Primary or less,30-44,Other,715
716,17705,Men,Firearm,Middle school,45-69,Street,716
717,12437,Women,Firearm,Middle school,30-44,Street,717
718,7626,Men,Firearm,High School or more,20-29,Home,718
719,23835,Men,Knife,High School or more,45-69,Home,719
720,31190,Men,Asphyxiation,High School or more,20-29,Other,720
721,26847,Men,Firearm,High School or more,20-29,Home,721
722,18440,Men,Non-specified means,Middle school,20-29,Street,722
723,10984,Men,Firearm,Primary or less,69 +,Street,723
724,11458,Women,Non-specified means,High School or more,0-19,Other,724
725,10353,Men,Knife,High School or more,20-29,Street,725
726,29337,Men,Firearm,Primary or less,30-44,Street,726
727,14787,Men,Firearm,High School or more,30-44,Other,727
728,8966,Men,Firearm,High School or more,30-44,Street,728
729,19696,Men,Firearm,Middle school,45-69,Street,729
730,29474,Men,Non-specified means,Primary or less,20-29,Street,730
731,7996,Men,Firearm,Middle school,0-19,Street,731
732,29031,Men,Firearm,High School or more,45-69,Home,732
733,27146,Women,Non-specified means,High School or more,30-44,Other,733
734,20506,Men,Firearm,High School or more,30-44,Street,734
735,2610,Men,Firearm,High School or more,20-29,Home,735
736,16095,Women,Non-specified means,Primary or less,69 +,Street,736
737,24752,Men,Firearm,High School or more,20-29,Street,737
738,20795,Men,Firearm,Primary or less,0-19,Other,738
739,1611,Men,Firearm,Primary or less,69 +,Other,739
740,756,Women,Knife,Middle school,45-69,Other,740
741,14683,Men,Asphyxiation,High School or more,20-29,Other,741
742,23772,Men,Firearm,Primary or less,69 +,Home,742
743,29454,Men,Firearm,Primary or less,20-29,Street,743
744,906,Men,Firearm,Middle school,20-29,Other,744
745,5068,Women,Asphyxiation,High School or more,20-29,Street,745
746,10728,Men,Firearm,High School or more,0-19,Home,746
747,3598,Men,Firearm,Middle school,30-44,Street,747
748,23716,Men,Non-specified means,Middle school,45-69,Home,748
749,12930,Men,Firearm,High School or more,30-44,Street,749
750,27318,Men,Firearm,Primary or less,30-44,Home,750
751,20092,Women,Firearm,Primary or less,69 +,Other,751
752,26822,Women,Knife,Primary or less,69 +,Other,752
753,18777,Men,Asphyxiation,High School or more,30-44,Street,753
754,1074,Men,Firearm,Middle school,30-44,Other,754
755,5327,Men,Knife,Primary or less,20-29,Home,755
756,19903,Women,Non-specified means,Middle school,45-69,Street,756
757,27018,Men,Firearm,High School or more,30-44,Street,757
758,4430,Men,Knife,Middle school,45-69,Home,758
759,12039,Women,Firearm,High School or more,20-29,Street,759
760,18014,Men,Non-specified means,High School or more,30-44,Street,760
761,27886,Men,Firearm,Middle school,30-44,Street,761
762,17928,Men,Firearm,High School or more,30-44,Other,762
763,15229,Women,Firearm,Primary or less,45-69,Other,763
764,9460,Men,Firearm,Middle school,30-44,Street,764
765,13486,Men,Non-specified means,Middle school,45-69,Home,765
766,84,Men,Other,High School or more,20-29,Other,766
767,29378,Men,Firearm,Primary or less,20-29,Street,767
768,14059,Men,Other,Middle school,20-29,Street,768
769,27596,Men,Other,High School or more,30-44,Street,769
770,10089,Men,Firearm,High School or more,30-44,Other,770
771,6961,Men,Firearm,Primary or less,30-44,Other,771
772,372,Women,Firearm,High School or more,20-29,Street,772
773,128,Men,Asphyxiation,Primary or less,30-44,Other,773
774,5905,Men,Firearm,Middle school,20-29,Street,774
775,5705,Men,Firearm,High School or more,20-29,Street,775
776,17524,Women,Non-specified means,Primary or less,45-69,Other,776
777,31039,Men,Firearm,High School or more,0-19,Other,777
778,1560,Men,Non-specified means,Primary or less,20-29,Street,778
779,8018,Men,Knife,High School or more,30-44,Home,779
780,23982,Men,Firearm,High School or more,30-44,Street,780
