"","X1","sexo2","cause_r","educ_r","age_r","location_r","random_number"
"468",468,"Men","Non-specified means","Primary or less","45-69","Home",80
"469",469,"Men","Firearm","Primary or less","45-69","Street",30093
"470",470,"Men","Firearm","High School or more","20-29","Street",5682
"471",471,"Men","Firearm","High School or more","30-44","Other",6340
"472",472,"Men","Firearm","High School or more","30-44","Street",25904
"473",473,"Men","Firearm","Middle school","20-29","Street",7863
"474",474,"Men","Firearm","Middle school","45-69","Street",21960
"475",475,"Men","Firearm","Middle school","30-44","Street",5569
"476",476,"Men","Firearm","High School or more","20-29","Street",12217
"477",477,"Men","Firearm","High School or more","20-29","Street",22952
"478",478,"Men","Firearm","Middle school","30-44","Street",28316
"479",479,"Women","Knife","Middle school","30-44","Home",17948
"480",480,"Men","Firearm","High School or more","30-44","Other",27246
"481",481,"Men","Firearm","High School or more","45-69","Other",12850
"482",482,"Men","Firearm","Primary or less","45-69","Other",4386
"483",483,"Men","Firearm","High School or more","30-44","Street",6441
"484",484,"Men","Firearm","High School or more","20-29","Street",12797
"485",485,"Men","Firearm","Middle school","45-69","Home",7179
"486",486,"Men","Firearm","High School or more","45-69","Street",30489
"487",487,"Men","Firearm","Middle school","45-69","Street",20176
"488",488,"Women","Knife","High School or more","20-29","Home",18763
"489",489,"Men","Firearm","High School or more","30-44","Street",21997
"490",490,"Men","Knife","High School or more","45-69","Street",28331
"491",491,"Men","Firearm","Middle school","20-29","Home",11089
"492",492,"Men","Asphyxiation","Middle school","20-29","Other",13553
"493",493,"Men","Firearm","High School or more","20-29","Other",21117
"494",494,"Men","Non-specified means","Primary or less","69 +","Other",21096
"495",495,"Men","Firearm","High School or more","30-44","Street",13437
"496",496,"Men","Firearm","High School or more","30-44","Street",16244
"497",497,"Men","Firearm","High School or more","30-44","Street",3981
"498",498,"Women","Firearm","Primary or less","30-44","Home",31242
"499",499,"Men","Firearm","High School or more","30-44","Street",23422
"500",500,"Men","Firearm","Middle school","20-29","Other",15225
"501",501,"Women","Firearm","High School or more","20-29","Home",25747
"502",502,"Men","Firearm","Primary or less","45-69","Other",7210
"503",503,"Men","Non-specified means","High School or more","45-69","Street",19809
"504",504,"Men","Non-specified means","High School or more","30-44","Home",5921
"505",505,"Men","Firearm","High School or more","30-44","Home",27343
"506",506,"Men","Firearm","High School or more","30-44","Home",21768
"507",507,"Men","Firearm","Middle school","20-29","Other",29844
"508",508,"Men","Firearm","Middle school","30-44","Home",13461
"509",509,"Women","Other","High School or more","30-44","Home",24480
"510",510,"Men","Knife","Primary or less","30-44","Street",4191
"511",511,"Men","Firearm","Primary or less","30-44","Street",15691
"512",512,"Men","Firearm","High School or more","30-44","Other",23777
"513",513,"Women","Non-specified means","High School or more","0-19","Street",24053
"514",514,"Men","Non-specified means","Middle school","30-44","Home",17133
"515",515,"Women","Non-specified means","Primary or less","0-19","Home",19631
"516",516,"Men","Firearm","High School or more","20-29","Home",20324
"517",517,"Men","Firearm","Middle school","45-69","Street",20912
"518",518,"Men","Other","Middle school","0-19","Home",13144
"519",519,"Men","Knife","Middle school","45-69","Home",12481
"520",520,"Men","Knife","Primary or less","45-69","Home",9703
"521",521,"Women","Other","Middle school","45-69","Home",10402
"522",522,"Women","Other","Primary or less","0-19","Home",19120
"523",523,"Men","Other","Primary or less","0-19","Home",24724
"524",524,"Men","Other","Middle school","0-19","Home",2139
"525",525,"Men","Firearm","High School or more","30-44","Home",20270
"526",526,"Men","Firearm","High School or more","45-69","Other",23465
"527",527,"Men","Non-specified means","Middle school","30-44","Other",7581
"528",528,"Men","Knife","Primary or less","45-69","Home",25933
"529",529,"Men","Knife","High School or more","30-44","Street",3453
"530",530,"Men","Non-specified means","Middle school","30-44","Other",15771
"531",531,"Men","Asphyxiation","Middle school","30-44","Street",12962
"532",532,"Men","Firearm","High School or more","30-44","Street",20918
"533",533,"Women","Non-specified means","Middle school","30-44","Other",16745
"534",534,"Men","Firearm","Middle school","20-29","Other",27267
"535",535,"Men","Knife","Middle school","45-69","Home",24376
"536",536,"Men","Other","Middle school","20-29","Other",26626
"537",537,"Men","Other","Primary or less","45-69","Other",18653
"538",538,"Women","Firearm","High School or more","20-29","Other",28764
"539",539,"Men","Firearm","High School or more","45-69","Street",5114
"540",540,"Men","Firearm","High School or more","30-44","Street",30820
"541",541,"Men","Firearm","High School or more","20-29","Home",10733
"542",542,"Men","Firearm","High School or more","30-44","Other",21049
"543",543,"Women","Firearm","High School or more","30-44","Other",18312
"544",544,"Men","Firearm","Primary or less","30-44","Home",1679
"545",545,"Men","Firearm","Middle school","20-29","Other",4726
"546",546,"Women","Firearm","High School or more","20-29","Other",9829
"547",547,"Men","Firearm","Primary or less","30-44","Other",31172
"548",548,"Men","Firearm","High School or more","45-69","Other",5525
"549",549,"Men","Firearm","Primary or less","45-69","Other",14868
"550",550,"Women","Knife","Middle school","20-29","Home",17550
"551",551,"Men","Firearm","High School or more","45-69","Other",31088
"552",552,"Men","Firearm","High School or more","30-44","Street",25895
"553",553,"Women","Asphyxiation","High School or more","30-44","Home",20188
"554",554,"Men","Asphyxiation","Primary or less","30-44","Other",8789
"555",555,"Men","Firearm","Middle school","30-44","Street",20376
"556",556,"Men","Firearm","Middle school","30-44","Other",20438
"557",557,"Men","Firearm","Middle school","30-44","Other",31633
"558",558,"Men","Firearm","High School or more","0-19","Street",15404
"559",559,"Men","Knife","High School or more","20-29","Other",23988
"560",560,"Men","Firearm","Middle school","0-19","Other",25048
"561",561,"Men","Firearm","Primary or less","69 +","Home",11321
"562",562,"Women","Knife","High School or more","69 +","Other",8280
"563",563,"Men","Asphyxiation","High School or more","30-44","Other",4877
"564",564,"Men","Knife","Primary or less","20-29","Other",15055
"565",565,"Men","Asphyxiation","Primary or less","20-29","Other",12345
"566",566,"Men","Firearm","Middle school","0-19","Other",9845
"567",567,"Men","Firearm","Middle school","30-44","Other",7591
"568",568,"Men","Knife","High School or more","20-29","Other",3085
"569",569,"Men","Firearm","High School or more","20-29","Other",17767
"570",570,"Men","Knife","Primary or less","30-44","Other",30657
"571",571,"Men","Asphyxiation","High School or more","45-69","Other",17140
"572",572,"Men","Firearm","High School or more","45-69","Street",26131
"573",573,"Men","Firearm","High School or more","20-29","Street",12818
"574",574,"Men","Knife","High School or more","20-29","Street",20674
"575",575,"Women","Knife","Middle school","45-69","Street",18337
"576",576,"Men","Firearm","High School or more","30-44","Other",27845
"577",577,"Men","Firearm","Middle school","45-69","Other",29127
"578",578,"Men","Knife","High School or more","20-29","Other",7933
"579",579,"Women","Non-specified means","Primary or less","0-19","Home",24854
"580",580,"Men","Knife","High School or more","30-44","Other",25484
"581",581,"Men","Knife","High School or more","30-44","Street",15329
"582",582,"Men","Firearm","High School or more","0-19","Street",22178
"583",583,"Men","Knife","High School or more","20-29","Other",4991
"584",584,"Men","Firearm","High School or more","30-44","Other",11387
"585",585,"Men","Firearm","Primary or less","0-19","Other",10254
"586",586,"Men","Knife","High School or more","30-44","Other",20870
"587",587,"Men","Asphyxiation","High School or more","30-44","Other",16093
"588",588,"Men","Knife","Primary or less","45-69","Street",6518
"589",589,"Men","Firearm","High School or more","30-44","Other",14194
"590",590,"Men","Firearm","High School or more","0-19","Other",25217
"591",591,"Men","Knife","Middle school","30-44","Other",11219
"592",592,"Men","Firearm","High School or more","30-44","Street",3571
"593",593,"Men","Firearm","High School or more","45-69","Other",2305
"594",594,"Men","Firearm","High School or more","30-44","Other",16756
"595",595,"Men","Other","High School or more","30-44","Other",17809
"596",596,"Men","Other","High School or more","45-69","Other",22365
"597",597,"Men","Knife","Primary or less","30-44","Other",30977
"598",598,"Men","Firearm","High School or more","30-44","Other",23057
"599",599,"Men","Firearm","High School or more","20-29","Other",11703
"600",600,"Men","Firearm","Middle school","30-44","Other",27460
"601",601,"Men","Firearm","High School or more","20-29","Other",23018
"602",602,"Men","Asphyxiation","Middle school","45-69","Other",1842
"603",603,"Men","Firearm","High School or more","30-44","Street",30
"604",604,"Men","Firearm","Middle school","30-44","Street",4978
"605",605,"Men","Firearm","High School or more","30-44","Street",15193
"606",606,"Men","Asphyxiation","Middle school","45-69","Other",12124
"607",607,"Men","Firearm","High School or more","45-69","Other",9426
"608",608,"Men","Firearm","Middle school","30-44","Other",12719
"609",609,"Men","Firearm","High School or more","30-44","Street",1501
"610",610,"Men","Firearm","Middle school","30-44","Street",16969
"611",611,"Men","Firearm","Middle school","45-69","Home",29699
"612",612,"Men","Non-specified means","Primary or less","20-29","Street",4093
"613",613,"Women","Other","High School or more","30-44","Other",17512
"614",614,"Men","Firearm","High School or more","30-44","Home",17696
"615",615,"Men","Knife","Middle school","20-29","Street",21351
"616",616,"Men","Knife","High School or more","45-69","Street",28100
"617",617,"Men","Firearm","High School or more","0-19","Other",7458
"618",618,"Men","Firearm","High School or more","20-29","Street",21067
"619",619,"Men","Firearm","High School or more","30-44","Street",9286
"620",620,"Men","Firearm","High School or more","30-44","Street",9806
"621",621,"Men","Firearm","High School or more","30-44","Home",17456
"622",622,"Men","Firearm","Middle school","45-69","Street",26855
"623",623,"Men","Non-specified means","Middle school","20-29","Home",5318
"624",624,"Women","Asphyxiation","Primary or less","0-19","Street",18692
"625",625,"Men","Firearm","High School or more","30-44","Street",27117
"626",626,"Men","Firearm","High School or more","20-29","Street",19415
"627",627,"Men","Firearm","High School or more","45-69","Street",22291
"628",628,"Men","Non-specified means","Middle school","45-69","Street",26126
"629",629,"Men","Firearm","High School or more","45-69","Street",28817
"630",630,"Men","Firearm","Middle school","30-44","Street",15068
"631",631,"Men","Firearm","Primary or less","69 +","Street",26865
"632",632,"Men","Firearm","High School or more","20-29","Home",20
"633",633,"Men","Firearm","Primary or less","30-44","Other",31108
"634",634,"Men","Knife","Primary or less","69 +","Street",22
"635",635,"Men","Firearm","High School or more","30-44","Street",18353
"636",636,"Men","Firearm","Middle school","30-44","Street",16191
"637",637,"Women","Firearm","High School or more","30-44","Home",15938
"638",638,"Men","Firearm","High School or more","30-44","Home",11941
"639",639,"Men","Firearm","Primary or less","20-29","Other",8544
"640",640,"Men","Knife","Primary or less","45-69","Other",12264
"641",641,"Men","Non-specified means","Primary or less","45-69","Other",30446
"642",642,"Men","Knife","Primary or less","45-69","Other",12130
"643",643,"Men","Non-specified means","High School or more","45-69","Other",11872
"644",644,"Men","Firearm","High School or more","45-69","Home",24629
"645",645,"Women","Firearm","High School or more","20-29","Home",25764
"646",646,"Men","Firearm","High School or more","45-69","Home",18077
"647",647,"Men","Firearm","Middle school","30-44","Other",1363
"648",648,"Men","Firearm","High School or more","20-29","Home",12778
